sep = ,
"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2012","2012",104.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2013","2013",115.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IND","India","2000","2000",64.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IND","India","2001","2001",68.7,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IND","India","2002","2002",59.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IND","India","2003","2003",66.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IND","India","2004","2004",54.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IND","India","2005","2005",58.2,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IND","India","2006","2006",65.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IND","India","2007","2007",69.6,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IND","India","2008","2008",71,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IND","India","2009","2009",69.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IND","India","2010","2010",76.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IND","India","2011","2011",80.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IND","India","2012","2012",84.7,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IND","India","2013","2013",88.7,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2000","2000",31.7,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2001","2001",29.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2002","2002",29.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2003","2003",34,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2004","2004",35.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2005","2005",35.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2006","2006",36.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2007","2007",36,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2008","2008",37.7,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2009","2009",39.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2010","2010",39.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2011","2011",41.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2012","2012",41.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2013","2013",40.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ISR","Israel","2000","2000",240.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ISR","Israel","2001","2001",228.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ISR","Israel","2002","2002",235.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ISR","Israel","2003","2003",225,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ISR","Israel","2004","2004",235.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ISR","Israel","2005","2005",199.2,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ISR","Israel","2006","2006",181.7,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ISR","Israel","2007","2007",177.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ISR","Israel","2008","2008",168,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ISR","Israel","2009","2009",175.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ISR","Israel","2010","2010",163,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ISR","Israel","2011","2011",167.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ISR","Israel","2012","2012",172.7,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ISR","Israel","2013","2013",174.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","RUS","Russia","2000","2000",88.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","RUS","Russia","2001","2001",90.2,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","RUS","Russia","2002","2002",92.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","RUS","Russia","2003","2003",96.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","RUS","Russia","2004","2004",101.7,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","RUS","Russia","2005","2005",106.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","RUS","Russia","2006","2006",109.6,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","RUS","Russia","2007","2007",103.7,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","RUS","Russia","2008","2008",103.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","RUS","Russia","2009","2009",105.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","RUS","Russia","2010","2010",104.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","RUS","Russia","2011","2011",109.6,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","RUS","Russia","2012","2012",112.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","RUS","Russia","2013","2013",113.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","SVN","Slovenia","2000","2000",75.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","SVN","Slovenia","2001","2001",69.6,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","SVN","Slovenia","2002","2002",74.6,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","SVN","Slovenia","2003","2003",77.2,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","SVN","Slovenia","2004","2004",83.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","SVN","Slovenia","2005","2005",87.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","SVN","Slovenia","2006","2006",87.6,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","SVN","Slovenia","2007","2007",76.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","SVN","Slovenia","2008","2008",84.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","SVN","Slovenia","2009","2009",87.7,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","SVN","Slovenia","2010","2010",75,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","SVN","Slovenia","2011","2011",79.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","SVN","Slovenia","2012","2012",74.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","SVN","Slovenia","2013","2013",80.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ZAF","South Africa","2000","2000",41.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ZAF","South Africa","2001","2001",42.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ZAF","South Africa","2002","2002",40.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ZAF","South Africa","2003","2003",42.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ZAF","South Africa","2004","2004",42.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ZAF","South Africa","2005","2005",41.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ZAF","South Africa","2006","2006",40,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ZAF","South Africa","2007","2007",42.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ZAF","South Africa","2008","2008",44.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ZAF","South Africa","2009","2009",42.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ZAF","South Africa","2010","2010",45.6,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ZAF","South Africa","2011","2011",45.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ZAF","South Africa","2012","2012",46.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","ZAF","South Africa","2013","2013",43,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2000","2000",62.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2001","2001",64,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2002","2002",62.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2003","2003",63.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2004","2004",63.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2005","2005",61.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2006","2006",60.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2007","2007",61.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2008","2008",60.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2009","2009",59.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2010","2010",54.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2011","2011",55.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2012","2012",56.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2013","2013",58.4,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2000","2000",118.4,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2001","2001",120.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2002","2002",122.3,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2003","2003",119.9,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2004","2004",122.2,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2005","2005",120.9,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2006","2006",134.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2007","2007",133.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2008","2008",132.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2009","2009",122.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2010","2010",129.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2011","2011",123.1,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2012","2012",131.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2013","2013",145.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2000","2000",39.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2001","2001",34.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2002","2002",34.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2003","2003",38.2,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2004","2004",36.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2005","2005",37.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2006","2006",32.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2007","2007",34.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2008","2008",37.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2009","2009",39.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2010","2010",38.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2011","2011",38.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2012","2012",41,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","COL","Colombia","2013","2013",42.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","COL","Colombia","2000","2000",73.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","COL","Colombia","2001","2001",73,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","COL","Colombia","2002","2002",73.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","COL","Colombia","2003","2003",72.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","COL","Colombia","2004","2004",71.8,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","COL","Colombia","2005","2005",73.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","COL","Colombia","2006","2006",75.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","COL","Colombia","2007","2007",75.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","COL","Colombia","2008","2008",77.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","COL","Colombia","2009","2009",74.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","COL","Colombia","2010","2010",78,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","COL","Colombia","2011","2011",78.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","COL","Colombia","2012","2012",80.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","COL","Colombia","2013","2013",82.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","COL","Colombia","2000","2000",63.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","COL","Colombia","2001","2001",63.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","COL","Colombia","2002","2002",63.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","COL","Colombia","2003","2003",63.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","COL","Colombia","2004","2004",61.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","COL","Colombia","2005","2005",62.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","COL","Colombia","2006","2006",63.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","COL","Colombia","2007","2007",64.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","COL","Colombia","2008","2008",64.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","COL","Colombia","2009","2009",61.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","COL","Colombia","2010","2010",61.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","COL","Colombia","2011","2011",62.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","COL","Colombia","2012","2012",64.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","COL","Colombia","2013","2013",64.4,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","COL","Colombia","2000","2000",2779,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","COL","Colombia","2001","2001",2815,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","COL","Colombia","2002","2002",2782,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","COL","Colombia","2003","2003",2798,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","COL","Colombia","2004","2004",2778,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","COL","Colombia","2005","2005",2733,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","COL","Colombia","2006","2006",2770,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","COL","Colombia","2007","2007",2804,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","COL","Colombia","2008","2008",2807,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","COL","Colombia","2009","2009",2708,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","COL","Colombia","2010","2010",2665,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","COL","Colombia","2011","2011",2696,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","COL","Colombia","2012","2012",2752,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","COL","Colombia","2013","2013",2804,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2000","2000",56.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2001","2001",55.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2002","2002",55.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2003","2003",56,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2004","2004",55.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2005","2005",57.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2006","2006",57.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2007","2007",58.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2008","2008",56.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2009","2009",54.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2010","2010",54.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2011","2011",54.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2012","2012",54.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2013","2013",52.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2000","2000",157.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2001","2001",168.2,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2002","2002",156.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2003","2003",120.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2004","2004",83.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2005","2005",151.3,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2006","2006",158.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2007","2007",100.2,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2008","2008",85.2,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2009","2009",85.1,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2010","2010",105.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2011","2011",121.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2012","2012",140.3,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2013","2013",133.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2000","2000",39.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2001","2001",45.6,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2002","2002",45.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2003","2003",44,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2004","2004",45.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2005","2005",39.2,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2006","2006",57.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2007","2007",52.6,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2008","2008",56.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2009","2009",53,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2010","2010",48.2,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2011","2011",47.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2012","2012",43.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","CRI","Costa Rica","2013","2013",49.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2000","2000",78,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2001","2001",76.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2002","2002",78.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2003","2003",78.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2004","2004",82.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2005","2005",82.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2006","2006",86.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2007","2007",87.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2008","2008",87.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2009","2009",87.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2010","2010",86.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2011","2011",87.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2012","2012",89.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2013","2013",90.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2000","2000",74.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2001","2001",70.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2002","2002",70.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2003","2003",70.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2004","2004",70.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2005","2005",70.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2006","2006",73,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2007","2007",74.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2008","2008",75.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2009","2009",76.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2010","2010",75.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2011","2011",76.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2012","2012",74.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CRI","Costa Rica","2013","2013",75.1,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CRI","Costa Rica","2000","2000",2800,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CRI","Costa Rica","2001","2001",2801,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CRI","Costa Rica","2002","2002",2765,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CRI","Costa Rica","2003","2003",2749,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CRI","Costa Rica","2004","2004",2761,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CRI","Costa Rica","2005","2005",2813,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CRI","Costa Rica","2006","2006",2873,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CRI","Costa Rica","2007","2007",2858,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CRI","Costa Rica","2008","2008",2844,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CRI","Costa Rica","2009","2009",2843,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CRI","Costa Rica","2010","2010",2848,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CRI","Costa Rica","2011","2011",2882,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CRI","Costa Rica","2012","2012",2850,,
